ticker,date,stock_price,after_hours_price,prev_close_price,day_range,year_range,Market_cap,Avg_vol,PE_Ratio,Dividend_yeld,Primary_exchange
SFBS,2024-04-15,$59.58,$59.58,$59.56,$58.26 - $60.07,$39.27 - $70.84,3.25B USD,186.80K,15.71,2.01%,NYSE
KRC,2024-04-15,$32.95,$32.95,$33.47,$32.77 - $33.82,$25.99 - $43.37,3.87B USD,997.46K,NYSE,C,1947
NSA,2024-04-15,$36.27,$36.27,$37.07,$36.10 - $37.30,$27.86 - $42.54,2.83B USD,879.59K,NYSE,2013,nationalstorageaffiliates.com
DEI,2024-04-15,$12.93,$12.93,$13.26,$12.83 - $13.39,$10.09 - $16.12,2.16B USD,1.62M,NYSE,Jordan L. Kaplan,1971
HXL,2024-04-15,$61.50,$61.50,$62.56,$60.98 - $63.40,$58.81 - $79.08,5.11B USD,867.85K,49.75,0.98%,NYSE
GBCI,2024-04-15,$36.15,$36.15,$36.07,$35.49 - $36.58,$26.77 - $44.06,4.10B USD,624.11K,17.98,3.65%,NYSE
FNF,2024-04-15,$48.17,$48.17,$48.61,$47.79 - $49.18,$32.02 - $53.96,13.16B USD,1.79M,25.25,3.99%,NYSE
IFS,2024-04-15,$22.30,$22.30,$22.94,$22.24 - $23.46,$17.94 - $30.59,2.55B USD,128.97K,8.85,4.48%,NYSE
VERA,2024-04-15,$46.53,$46.53,$47.97,$45.75 - $47.88,$6.07 - $50.78,2.53B USD,1.08M,-,-,NASDAQ
TAL,2024-04-15,$11.76,$11.76,$11.70,$11.63 - $12.15,$5.09 - $15.52,7.51B USD,6.31M,NYSE,Zhang Bangxin,Aug 2003
RVMD,2024-04-15,$35.54,$35.42,$36.07,$34.63 - $36.55,$15.44 - $38.73,5.85B USD,1.67M,-,-,NASDAQ
GDRX,2024-04-15,$6.55,$6.55,$6.83,$6.46 - $6.82,$4.14 - $9.37,2.59B USD,1.34M,-,-,NASDAQ
JANX,2024-04-15,$51.86,$51.86,$52.65,$50.43 - $54.59,$5.65 - $58.69,2.68B USD,741.92K,-,-,NASDAQ
HQY,2024-04-15,$80.23,$80.23,$79.85,$79.88 - $81.32,$48.86 - $84.49,6.91B USD,581.41K,125.23,-,NASDAQ
GL,2024-04-15,$55.81,$56.79,$59.09,$55.51 - $60.98,$38.95 - $132.00,5.25B USD,3.17M,5.54,1.72%,NYSE
LCID,2024-04-15,$2.43,$2.44,$2.49,$2.40 - $2.52,$2.40 - $8.37,5.59B USD,26.63M,-,-,NASDAQ
DNA,2024-04-15,$0.95,$0.94,$1.01,$0.93 - $1.03,$0.93 - $2.55,1.93B USD,23.08M,-,-,NYSE
EBR,2024-04-15,$7.55,$7.55,$7.65,$7.29 - $7.55,$6.45 - $9.11,17.71B USD,1.08M,B,Ivan Monteiro,"Jun 11, 1962"
AAP,2024-04-15,$70.08,$70.08,$70.50,$69.97 - $72.49,$47.73 - $129.90,4.18B USD,2.16M,140.49,1.43%,NYSE
CPRI,2024-04-15,$39.33,$38.85,$39.31,$38.85 - $41.63,$34.17 - $54.52,4.58B USD,1.03M,22.04,-,NYSE
KMPR,2024-04-15,$54.71,$54.71,$56.01,$54.65 - $56.92,$38.32 - $64.69,3.52B USD,384.47K,-,2.27%,NYSE
GEN,2024-04-15,$20.60,$20.60,$20.93,$20.45 - $21.24,$15.45 - $24.37,13.12B USD,3.43M,9.51,2.43%,NASDAQ
DAR,2024-04-15,$43.14,$43.14,$44.39,$42.93 - $44.84,$38.97 - $71.60,6.89B USD,2.12M,10.82,-,NYSE
CNMD,2024-04-15,$75.23,$75.23,$74.58,$74.32 - $76.34,$73.88 - $138.47,2.32B USD,439.95K,36.82,1.06%,NYSE
BLCO,2024-04-15,$14.30,$14.54,$14.24,$14.10 - $14.69,$13.62 - $21.95,5.02B USD,412.59K,-,-,NYSE
GRFS,2024-04-15,$6.54,$6.54,$6.56,$6.47 - $6.70,$5.30 - $12.15,5.59B USD,2.53M,B,Nacho Abia,"Nov 18, 1940"
NMRA,2024-04-15,$11.19,$11.00,$13.56,$10.73 - $12.35,$9.35 - $21.00,1.78B USD,741.73K,-,-,NASDAQ
EXEL,2024-04-15,$22.70,$22.70,$22.81,$22.64 - $23.07,$18.08 - $24.34,6.88B USD,2.27M,35.12,-,NASDAQ
ALKS,2024-04-15,$24.02,$24.07,$24.42,$23.92 - $24.64,$22.01 - $33.71,4.01B USD,2.03M,7.85,-,NASDAQ
CSAN,2024-04-15,$11.15,$11.14,$11.65,$10.99 - $11.43,$10.99 - $17.51,5.24B USD,376.81K,A-,Luis Henrique Guimarães,1936
BIO,2024-04-15,$300.41,$300.41,$300.45,$297.72 - $305.77,$261.59 - $489.36,10.29B USD,175.48K,-,-,NYSE
KMX,2024-04-15,$69.46,$69.46,$71.41,$69.02 - $71.93,$59.66 - $88.22,10.97B USD,2.21M,23.00,-,NYSE
FAST,2024-04-15,$69.39,$69.26,$70.45,$69.11 - $71.47,$52.29 - $79.04,39.72B USD,3.96M,34.37,2.25%,NASDAQ
PRI,2024-04-15,$213.04,$213.04,$222.09,$211.81 - $224.79,$173.00 - $256.56,7.39B USD,126.24K,13.37,1.41%,NYSE
MS,2024-04-15,$86.99,$87.10,$86.27,$85.49 - $89.13,$69.42 - $95.57,142.25B USD,9.20M,16.79,3.91%,NYSE
CRDO,2024-04-15,$19.44,$19.44,$21.44,$19.41 - $21.96,$7.20 - $23.90,3.17B USD,1.85M,-,-,NASDAQ
FRO,2024-04-15,$24.16,$24.16,$24.08,$23.85 - $24.55,$13.35 - $25.14,5.38B USD,1.86M,8.19,8.98%,NYSE
AU,2024-04-15,$23.81,$23.85,$23.85,$23.68 - $24.77,$14.91 - $30.27,9.99B USD,2.65M,NYSE,1944,"Johannesburg, GautengSouth Africa"
CHWY,2024-04-15,$16.57,$16.56,$17.64,$16.54 - $17.86,$15.08 - $40.78,7.21B USD,10.20M,180.88,-,NYSE
GFI,2024-04-15,$17.60,$17.64,$18.16,$17.50 - $18.38,$10.31 - $18.97,16.56B USD,4.78M,1998,"Johannesburg, GautengSouth Africa",goldfields.com
TOST,2024-04-15,$22.50,$22.47,$23.82,$22.37 - $24.23,$13.77 - $27.00,12.33B USD,6.47M,-,-,NYSE
SMTC,2024-04-15,$32.39,$32.25,$32.64,$31.83 - $33.46,$13.13 - $35.80,2.09B USD,2.88M,-,-,NASDAQ
STEP,2024-04-15,$35.49,$35.49,$36.06,$35.05 - $37.11,$19.83 - $38.25,3.92B USD,337.92K,39.54,2.37%,NASDAQ
SITM,2024-04-15,$78.51,$78.51,$81.63,$77.58 - $82.95,$77.58 - $141.99,1.79B USD,211.77K,-,-,NASDAQ
HMY,2024-04-15,$9.02,$9.01,$9.11,$8.90 - $9.38,$3.41 - $9.80,6.23B USD,8.13M,Peter William Steenkamp,1950,"Randfontein, GautengSouth Africa"
SATS,2024-04-15,$14.17,$14.17,$14.20,$13.96 - $14.55,$9.53 - $24.80,3.85B USD,1.78M,-,-,NASDAQ
CACC,2024-04-15,$547.40,$547.40,$554.51,$545.40 - $560.64,$379.77 - $616.66,6.73B USD,66.35K,24.89,-,NASDAQ
KYMR,2024-04-15,$34.39,$34.50,$35.58,$34.20 - $35.82,$9.60 - $45.31,2.10B USD,645.60K,-,-,NASDAQ
LYFT,2024-04-15,$17.98,$17.91,$18.76,$17.94 - $19.34,$7.85 - $20.82,7.19B USD,14.23M,-,-,NASDAQ
TCN,2024-04-15,$11.01,$11.00,$11.04,$10.88 - $11.11,$6.53 - $11.20,4.17B CAD,6.13M,-,-,TSE
CPNG,2024-04-15,$21.65,$21.55,$21.25,$21.42 - $22.49,$13.51 - $22.49,38.83B USD,16.14M,28.70,-,NYSE
JPM,2024-04-15,$182.89,$182.70,$182.79,$182.20 - $187.46,$131.81 - $200.94,525.28B USD,9.01M,11.04,2.52%,NYSE
WFC,2024-04-15,$56.97,$56.97,$56.47,$56.74 - $57.98,$36.40 - $58.44,201.70B USD,17.86M,11.88,2.46%,NYSE
BEKE,2024-04-15,$12.95,$12.83,$13.16,$12.87 - $13.58,$12.44 - $19.95,17.05B USD,8.97M,2001,investors.ke.com,"116,344"
ANET,2024-04-15,$263.20,$261.30,$271.22,$261.90 - $276.87,$131.68 - $307.74,82.29B USD,2.57M,39.99,-,NYSE
AGEN,2024-04-15,$6.50,$6.56,$8.15,$6.43 - $9.22,$6.43 - $42.60,2.72B USD,467.83K,-,-,NASDAQ
CRNX,2024-04-15,$43.68,$43.68,$44.59,$43.44 - $44.88,$15.76 - $49.58,3.40B USD,958.42K,-,-,NASDAQ
ZTS,2024-04-15,$149.77,$149.77,$149.98,$149.24 - $155.00,$148.48 - $201.92,68.57B USD,3.85M,29.54,1.15%,NYSE
VFC,2024-04-15,$12.15,$12.20,$12.11,$12.03 - $12.49,$12.02 - $23.55,4.72B USD,10.65M,-,2.96%,NYSE
PLAY,2024-04-15,$54.43,$54.50,$56.09,$54.09 - $57.41,$31.65 - $69.82,2.19B USD,1.32M,18.90,-,NASDAQ
CVNA,2024-04-15,$69.83,$69.60,$74.99,$69.12 - $75.20,$6.70 - $94.04,14.12B USD,4.50M,31.13,-,NYSE
RIOT,2024-04-15,$8.57,$8.52,$9.10,$8.50 - $9.22,$8.50 - $20.65,2.17B USD,21.97M,-,-,NASDAQ
BUR,2024-04-15,$14.84,$14.84,$15.11,$14.49 - $15.37,$11.78 - $17.70,2.58B GBP,1.02M,-,-,LON
FLYW,2024-04-15,$20.93,$20.93,$21.20,$20.62 - $21.49,$18.65 - $35.80,2.57B USD,1.30M,-,-,NASDAQ
KOF,2024-04-15,$94.79,$94.79,$97.12,$94.71 - $97.83,$69.33 - $104.38,20.06B USD,147.48K,NYSE,C,John Anthony Santa Maria Otazua
ALVO,2024-04-15,$12.50,$12.50,$12.24,$12.02 - $12.51,$6.70 - $18.00,3.34B USD,192.22K,-,-,NASDAQ
ERIC,2024-04-15,$4.79,$4.79,$4.89,$4.77 - $4.99,$4.33 - $6.36,16.52B USD,15.85M,A,Börje Ekholm,1876
ITUB,2024-04-15,$6.14,$6.16,$6.35,$6.13 - $6.32,$4.85 - $7.27,56.42B USD,13.99M,B,Milton Maluhy Filho,"Nov 4, 2008"
MPW,2024-04-15,$4.74,$4.73,$3.99,$4.57 - $5.31,$2.92 - $10.74,2.84B USD,19.31M,NYSE,C,Edward K Aldag Jr
WNS,2024-04-15,$47.55,$47.55,$51.34,$47.04 - $51.08,$46.89 - $92.35,2.23B USD,381.79K,NYSE,Keshav R Murugesh,1996
AI,2024-04-15,$20.84,$20.75,$22.43,$20.81 - $22.43,$16.79 - $48.87,2.54B USD,6.06M,-,-,NYSE
QS,2024-04-15,$5.41,$5.41,$5.81,$5.32 - $5.86,$4.99 - $13.86,2.68B USD,5.56M,-,-,NYSE
CRM,2024-04-15,$272.90,$273.00,$294.32,$271.66 - $286.48,$190.57 - $318.71,264.17B USD,5.34M,64.93,0.59%,NYSE
TEAM,2024-04-15,$191.84,$191.84,$206.53,$191.69 - $208.83,$128.02 - $258.69,49.76B USD,1.66M,-,-,NASDAQ
BMA,2024-04-15,$47.46,$47.52,$51.46,$47.02 - $52.47,$16.49 - $54.67,3.68B USD,382.22K,Gustavo Alejandro Manriquez,1976,macro.com.ar
DUOL,2024-04-15,$195.56,$195.56,$211.04,$195.03 - $211.90,$116.82 - $245.87,8.38B USD,577.25K,566.25,-,NASDAQ
JWN,2024-04-15,$17.77,$17.78,$19.06,$17.68 - $19.31,$12.88 - $23.53,2.90B USD,5.04M,21.67,4.28%,NYSE
BHVN,2024-04-15,$44.77,$44.77,$53.08,$43.58 - $52.50,$12.35 - $62.21,3.66B USD,1.42M,-,-,NYSE
EXAS,2024-04-15,$65.35,$65.40,$71.34,$65.30 - $71.85,$56.05 - $100.77,11.86B USD,2.72M,-,-,NASDAQ
MTB,2024-04-15,$140.94,$140.94,$134.56,$138.62 - $145.41,$108.53 - $148.23,23.48B USD,1.13M,8.93,3.69%,NYSE
WIRE,2024-04-15,$291.23,$291.23,$260.98,$287.99 - $295.90,$138.20 - $295.90,4.60B USD,185.77K,13.47,0.03%,NASDAQ
BLKB,2024-04-15,$79.13,$80.95,$76.72,$78.30 - $79.65,$64.32 - $88.56,4.23B USD,293.89K,"2,335.60",-,NASDAQ
HGTY,2024-04-15,$8.93,$8.93,$8.44,$8.37 - $9.08,$7.52 - $10.36,3.00B USD,53.37K,191.38,-,NYSE
ESLT,2024-04-15,$202.13,$202.13,$195.90,$201.66 - $205.35,$173.01 - $225.64,9.04B USD,27.42K,41.90,0.99%,TLV
IMVT,2024-04-15,$30.47,$30.47,$29.35,$29.28 - $30.61,$14.59 - $45.58,4.43B USD,1.19M,-,-,NASDAQ
AA,2024-04-15,$36.57,$36.70,$35.20,$36.47 - $37.59,$23.07 - $42.23,6.57B USD,6.30M,-,1.09%,NYSE
TSLA,2024-04-16,$157.11,$158.00,$161.48,$153.75 - $158.19,$152.37 - $299.29,492.30B USD,97.22M,36.50,-,NASDAQ
AMD,2024-04-16,$163.46,$163.78,$160.32,$161.67 - $164.88,$81.02 - $227.30,264.17B USD,69.50M,311.03,-,NASDAQ
INTC,2024-04-16,$36.26,$36.41,$36.31,$35.76 - $36.51,$26.86 - $51.28,154.35B USD,51.34M,90.42,1.38%,NASDAQ
F,2024-04-16,$12.09,$12.10,$12.23,$11.94 - $12.25,$9.63 - $15.42,48.27B USD,49.85M,11.24,4.96%,NYSE
NIO,2024-04-16,$3.81,$3.82,$3.89,$3.71 - $3.91,$3.71 - $16.18,7.95B USD,56.12M,NYSE,William Li,2014
NVDA,2024-04-16,$874.15,$879.89,$860.01,$860.64 - $881.18,$262.25 - $974.00,2.19T USD,54.27M,73.26,0.02%,NASDAQ
AMZN,2024-04-16,$183.32,$183.75,$183.62,$182.26 - $184.83,$101.15 - $189.77,1.90T USD,36.17M,63.22,-,NASDAQ
PLTR,2024-04-16,$21.88,$22.00,$21.90,$21.27 - $21.99,$7.28 - $27.50,48.39B USD,53.29M,239.62,-,NYSE
RIVN,2024-04-16,$8.71,$8.74,$8.40,$8.26 - $8.87,$8.26 - $28.06,8.51B USD,47.31M,-,-,NASDAQ
AAPL,2024-04-16,$169.38,$169.80,$172.69,$168.27 - $173.76,$162.80 - $199.62,2.62T USD,66.48M,26.35,0.57%,NASDAQ
PFE,2024-04-16,$25.69,$25.74,$25.91,$25.68 - $25.99,$25.61 - $41.33,145.47B USD,43.20M,68.73,6.54%,NYSE
GOLD,2024-04-16,$16.48,$16.46,$17.37,$16.10 - $16.81,$13.76 - $20.75,28.84B USD,26.02M,-,-,B
WBD,2024-04-16,$8.14,$8.16,$8.36,$8.06 - $8.34,$8.02 - $14.76,19.86B USD,30.05M,-,-,NASDAQ
MARA,2024-04-16,$14.60,$14.75,$15.15,$14.23 - $14.99,$7.16 - $34.09,3.91B USD,56.48M,10.84,-,NASDAQ
CCL,2024-04-16,$13.90,$13.96,$14.06,$13.80 - $14.08,$8.70 - $19.74,17.44B USD,33.88M,54.10,-,NYSE
PLUG,2024-04-16,$2.70,$2.69,$2.85,$2.68 - $2.80,$2.26 - $13.44,1.85B USD,28.40M,-,-,NASDAQ
ABEV,2024-04-16,$2.26,$2.29,$2.32,$2.25 - $2.29,$2.25 - $3.23,35.73B USD,14.25M,C,Jean Jereissati,"Jul 1, 1999"
AAL,2024-04-16,$13.03,$13.29,$12.94,$12.72 - $13.14,$10.86 - $19.08,8.53B USD,30.79M,10.80,-,NASDAQ
PARA,2024-04-16,$10.43,$10.41,$10.90,$10.37 - $10.83,$10.12 - $24.00,7.20B USD,22.11M,-,1.92%,NASDAQ
SOFI,2024-04-16,$7.20,$7.23,$7.12,$6.97 - $7.29,$4.45 - $11.70,7.61B USD,53.51M,-,-,NASDAQ
GRAB,2024-04-16,$3.27,$3.26,$3.31,$3.23 - $3.30,$2.67 - $3.92,12.94B USD,27.34M,-,-,NASDAQ
BAC,2024-04-16,$34.68,$34.75,$35.95,$34.15 - $36.17,$24.96 - $38.35,273.65B USD,39.74M,11.27,2.77%,NYSE
T,2024-04-16,$16.09,$16.12,$16.24,$15.94 - $16.23,$13.43 - $19.92,115.09B USD,36.28M,8.18,6.90%,NYSE
BCS,2024-04-16,$9.00,$9.01,$9.16,$8.95 - $9.09,$6.23 - $9.98,33.72B USD,17.78M,A-,1896,"London, Greater LondonUnited Kingdom"
KGC,2024-04-16,$6.31,$6.29,$6.41,$6.20 - $6.40,$4.32 - $6.81,7.76B USD,17.33M,18.74,1.90%,C
EXLS,2024-04-16,$29.46,$29.46,$29.96,$29.34 - $29.78,$25.17 - $35.94,4.89B USD,1.18M,26.84,-,NASDAQ
USAC,2024-04-16,$25.00,$24.75,$25.08,$24.56 - $25.43,$18.48 - $28.47,2.58B USD,279.30K,NYSE,1998,"Austin, TexasUnited States"
APGE,2024-04-16,$50.66,$50.66,$53.07,$50.59 - $54.07,$14.19 - $72.29,2.96B USD,1.07M,-,-,NASDAQ
SIG,2024-04-16,$96.63,$97.00,$95.16,$93.26 - $96.75,$57.10 - $109.17,4.30B USD,916.87K,6.73,1.20%,NYSE
BLMN,2024-04-16,$27.02,$27.02,$26.79,$26.51 - $27.15,$22.03 - $30.13,2.35B USD,1.39M,10.53,3.55%,NASDAQ
DAY,2024-04-16,$58.60,$58.53,$59.67,$57.97 - $59.51,$57.97 - $74.66,9.28B USD,1.26M,-,-,NYSE
CABO,2024-04-16,$387.00,$387.00,$392.43,$380.90 - $389.94,$373.37 - $768.75,2.17B USD,104.60K,8.57,3.05%,NYSE
COIN,2024-04-16,$218.83,$223.20,$223.41,$205.67 - $223.00,$46.43 - $283.48,53.03B USD,13.08M,586.79,-,NASDAQ
ZGN,2024-04-16,$11.02,$11.02,$11.01,$11.00 - $11.15,$10.12 - $16.36,2.76B USD,929.08K,21.54,0.98%,NYSE
MSTR,2024-04-16,"$1,254.03","$1,308.00","$1,335.88","$1,215.15 - $1,328.50","$266.00 - $1,999.99",21.29B USD,3.09M,48.41,-,NASDAQ
ENPH,2024-04-16,$110.47,$110.50,$112.47,$108.71 - $112.28,$73.49 - $231.42,15.03B USD,3.39M,36.06,-,NASDAQ
ARRY,2024-04-16,$11.40,$11.48,$12.14,$11.25 - $12.05,$11.25 - $26.64,1.73B USD,5.19M,20.26,-,NASDAQ
CRSP,2024-04-16,$57.96,$58.10,$58.72,$57.14 - $58.74,$37.55 - $91.10,4.92B USD,1.33M,-,-,NASDAQ
DNUT,2024-04-16,$14.06,$14.14,$14.31,$13.77 - $14.25,$11.52 - $17.84,2.38B USD,4.67M,-,1.00%,NASDAQ
STAA,2024-04-16,$46.62,$46.62,$46.22,$45.65 - $47.34,$26.66 - $73.13,2.28B USD,847.08K,107.94,-,NASDAQ
CEG,2024-04-16,$186.65,$187.21,$185.40,$183.11 - $188.28,$74.17 - $198.83,58.81B USD,2.68M,37.26,0.76%,NASDAQ
RXST,2024-04-16,$54.31,$54.31,$53.26,$52.41 - $54.52,$17.00 - $58.21,2.01B USD,385.56K,-,-,NASDAQ
MMYT,2024-04-16,$63.58,$63.58,$66.04,$63.20 - $65.64,$22.50 - $77.30,6.75B USD,800.02K,141.14,-,NASDAQ
TGS,2024-04-16,$15.63,$15.63,$15.60,$14.90 - $15.87,$9.50 - $19.95,1.46B USD,357.06K,Oscar Jose Sardi,"Dec 28, 1992",tgs.com.ar
VRT,2024-04-16,$82.36,$82.85,$80.67,$79.59 - $83.36,$11.95 - $88.70,31.46B USD,8.21M,69.12,0.12%,NYSE
RAMP,2024-04-16,$32.15,$32.15,$32.25,$31.90 - $32.52,$22.52 - $42.66,2.13B USD,544.32K,-,-,NYSE
IESC,2024-04-16,$120.67,$120.67,$119.75,$114.82 - $121.21,$41.60 - $138.56,2.44B USD,136.49K,20.06,-,NASDAQ
GE,2024-04-16,$156.76,$157.33,$153.70,$152.00 - $157.02,$76.14 - $158.69,171.38B USD,9.93M,19.64,0.71%,NYSE
VST,2024-04-16,$67.60,$67.60,$68.22,$65.68 - $68.60,$22.67 - $75.89,23.58B USD,6.42M,18.89,1.24%,NYSE
CELH,2024-04-16,$72.52,$72.62,$73.49,$72.03 - $74.19,$28.10 - $99.62,16.88B USD,4.14M,94.43,-,NASDAQ
TMDX,2024-04-16,$93.31,$93.00,$91.82,$90.09 - $95.00,$36.42 - $99.63,3.06B USD,768.59K,-,-,NASDAQ
NEM,2024-04-16,$38.11,$37.96,$38.44,$37.38 - $38.44,$29.42 - $50.18,43.93B USD,16.15M,-,2.62%,NYSE
PAM,2024-04-16,$42.07,$42.07,$42.45,$40.88 - $42.40,$32.10 - $52.17,2.89B USD,434.18K,B-,2005,pampaenergia.com
SG,2024-04-16,$21.17,$21.35,$21.08,$20.40 - $21.49,$7.25 - $26.45,2.39B USD,2.55M,-,-,NYSE
MDB,2024-04-16,$349.80,$348.02,$347.17,$340.34 - $350.53,$212.52 - $509.62,25.48B USD,1.55M,-,-,NASDAQ
GGAL,2024-04-16,$27.77,$28.00,$27.60,$26.63 - $28.02,$10.57 - $30.28,4.12B USD,1.03M,1905,"Buenos Aires, Buenos AiresArgentina",gfgsa.com
CNK,2024-04-16,$18.13,$18.15,$17.68,$17.64 - $18.24,$13.19 - $20.40,2.20B USD,3.01M,13.57,-,NYSE
CLSK,2024-04-16,$14.48,$14.82,$14.69,$13.70 - $14.80,$3.33 - $24.72,3.27B USD,36.61M,-,-,NASDAQ
CMCSA,2024-04-16,$39.12,$39.24,$39.43,$39.01 - $39.60,$36.39 - $47.46,155.38B USD,22.01M,10.55,3.17%,NASDAQ
RIG,2024-04-16,$5.91,$5.92,$6.05,$5.84 - $6.03,$4.45 - $8.88,4.89B USD,19.06M,-,-,NYSE
VALE,2024-04-16,$11.67,$11.73,$12.00,$11.52 - $11.74,$11.52 - $16.24,52.78B USD,30.10M,A-,Eduardo Bartolomeo,"Jun 1, 1942"
MU,2024-04-16,$121.77,$122.15,$121.37,$118.36 - $122.55,$58.03 - $130.54,134.84B USD,28.43M,-,0.38%,NASDAQ
AS,2024-04-16,$13.57,$13.52,$13.64,$13.39 - $13.76,$13.10 - $18.23,6.79B USD,1.64M,-,-,NYSE
DKNG,2024-04-16,$44.94,$45.19,$43.72,$43.64 - $45.47,$19.10 - $49.57,21.39B USD,10.38M,-,-,NASDAQ
BHC,2024-04-16,$8.74,$8.73,$8.63,$8.48 - $8.75,$5.57 - $11.46,3.21B USD,3.14M,-,-,D
IMCR,2024-04-16,$53.37,$53.37,$55.54,$53.20 - $55.50,$42.21 - $76.98,2.66B USD,414.32K,NASDAQ,Bahija Jallal,2008
NXE,2024-04-16,$7.84,$8.07,$7.83,$7.55 - $7.97,$3.49 - $8.88,5.85B CAD,6.05M,-,-,TSE
CF,2024-04-16,$77.75,$77.75,$78.07,$77.67 - $78.81,$60.08 - $87.90,14.60B USD,3.16M,9.88,2.57%,NYSE
JBT,2024-04-16,$90.57,$90.57,$93.06,$90.45 - $92.25,$89.96 - $125.88,2.88B USD,218.39K,22.48,0.44%,NYSE
FTNT,2024-04-16,$64.48,$64.49,$64.73,$64.26 - $65.57,$44.12 - $81.24,49.19B USD,4.80M,44.28,-,NASDAQ
CORT,2024-04-16,$23.39,$23.39,$23.15,$22.76 - $23.65,$20.87 - $34.28,2.43B USD,829.77K,24.62,-,NASDAQ
GME,2024-04-16,$10.37,$10.42,$10.06,$9.95 - $10.55,$9.95 - $27.65,3.17B USD,5.20M,472.44,-,NYSE
DELL,2024-04-16,$121.08,$121.88,$117.81,$115.68 - $121.74,$41.47 - $136.16,86.43B USD,9.36M,27.75,1.47%,NYSE
APLS,2024-04-16,$51.82,$51.75,$51.50,$50.70 - $53.06,$19.83 - $94.75,6.25B USD,1.19M,-,-,NASDAQ
FLUT,2024-04-16,$184.33,$184.33,$184.01,$183.80 - $186.53,$183.57 - $226.40,26.63B GBP,214.82K,-,-,LON
GH,2024-04-16,$16.16,$16.16,$17.06,$16.04 - $16.89,$16.04 - $41.06,1.97B USD,2.15M,-,-,NASDAQ
WMG,2024-04-16,$33.66,$33.66,$33.46,$32.91 - $33.73,$23.62 - $38.05,17.43B USD,1.52M,37.77,2.02%,NASDAQ
CPT,2024-04-16,$95.05,$95.05,$96.62,$94.75 - $96.13,$82.81 - $114.04,10.35B USD,1.16M,NYSE,D,1981
IBRX,2024-04-16,$4.92,$4.96,$5.24,$4.85 - $5.12,$1.25 - $6.93,3.32B USD,4.19M,-,-,NASDAQ
ALB,2024-04-16,$114.11,$114.84,$120.50,$113.89 - $119.05,$106.69 - $247.44,13.41B USD,3.90M,8.54,1.40%,NYSE
MP,2024-04-16,$16.35,$16.49,$16.50,$15.94 - $16.58,$12.68 - $28.25,2.91B USD,5.27M,119.83,-,NYSE
SBSW,2024-04-16,$5.20,$5.20,$5.32,$5.10 - $5.26,$3.85 - $9.88,3.79B USD,7.85M,B,Neal John Froneman,Nov 2012
VNO,2024-04-16,$25.38,$25.39,$26.17,$25.00 - $26.00,$12.31 - $32.21,4.83B USD,2.12M,NYSE,B,Steven Roth
SSL,2024-04-16,$8.21,$8.21,$8.61,$8.12 - $8.35,$7.10 - $14.49,5.42B USD,677.55K,A-,Simon Baloyi,1950
AGL,2024-04-16,$4.48,$4.46,$4.46,$4.45 - $4.79,$4.44 - $28.99,1.83B USD,4.50M,-,-,NYSE
VSAT,2024-04-16,$15.35,$15.35,$15.68,$15.02 - $15.91,$15.02 - $47.35,1.92B USD,1.10M,2.02,-,NASDAQ
IRT,2024-04-16,$15.67,$15.67,$15.86,$15.61 - $15.83,$11.61 - $18.77,3.53B USD,2.02M,NYSE,2009,"Philadelphia, PennsylvaniaUnited States"
GLBE,2024-04-16,$33.95,$33.36,$33.26,$32.70 - $34.08,$26.01 - $45.72,5.65B USD,1.17M,-,-,NASDAQ
RKT,2024-04-16,$11.44,$11.69,$11.67,$11.32 - $11.65,$7.17 - $15.19,22.72B USD,2.60M,-,-,NYSE
AMK,2024-04-16,$35.17,$35.17,$35.28,$34.46 - $35.42,$22.92 - $37.54,2.62B USD,272.75K,21.26,-,NYSE
ALPN,2024-04-16,$64.50,$64.50,$64.42,$64.40 - $64.50,$6.71 - $64.57,4.23B USD,3.02M,-,-,NASDAQ
GOOGL,2024-04-16,$154.40,$154.54,$154.86,$153.43 - $155.65,$102.63 - $160.22,1.93T USD,31.17M,28.45,-,NASDAQ
NEOG,2024-04-16,$12.16,$12.16,$12.01,$11.74 - $12.21,$11.74 - $24.10,2.63B USD,2.08M,"1,686.55",-,NASDAQ
CAVA,2024-04-16,$62.86,$63.74,$61.75,$61.89 - $63.97,$29.05 - $71.60,7.17B USD,2.60M,300.32,-,NYSE
TBBB,2024-04-16,$19.46,$19.46,$20.00,$19.31 - $19.90,$18.71 - $24.99,2.18B USD,799.69K,-,-,NYSE
DFH,2024-04-16,$34.76,$34.76,$36.34,$34.34 - $36.35,$13.75 - $44.38,3.24B USD,461.79K,13.05,-,NYSE
GFF,2024-04-16,$66.52,$66.52,$66.70,$65.40 - $66.89,$25.97 - $75.18,3.29B USD,378.34K,53.64,0.90%,NYSE
MOD,2024-04-16,$90.36,$90.35,$90.76,$87.76 - $90.55,$19.41 - $106.01,4.72B USD,1.05M,21.29,-,NYSE
OSCR,2024-04-16,$15.68,$15.88,$14.80,$14.21 - $15.92,$4.72 - $18.55,3.60B USD,2.64M,-,-,NYSE
FIX,2024-04-16,$303.64,$303.64,$303.99,$299.01 - $306.66,$129.77 - $335.25,10.84B USD,388.51K,33.70,0.33%,NYSE
PARR,2024-04-16,$32.55,$32.55,$33.41,$32.36 - $33.26,$20.30 - $40.70,1.93B USD,1.02M,3.30,-,NYSE
CLS,2024-04-16,$45.71,$45.96,$44.35,$43.28 - $45.83,$10.50 - $51.12,5.45B USD,2.07M,22.48,-,A-
